label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.6888489208633094,0.7848360655737705,0.73371647509578541,488,556
1,amusement,0.73130193905817176,0.87128712871287128,0.79518072289156627,303,361
2,anger,0.44642857142857145,0.51282051282051277,0.47732696897374699,195,224
3,annoyance,0.34126984126984128,0.42574257425742573,0.3788546255506608,303,378
4,approval,0.35897435897435898,0.38790931989924432,0.3728813559322034,397,429
5,caring,0.45833333333333331,0.57516339869281041,0.51014492753623186,153,192
6,confusion,0.44680851063829785,0.41447368421052633,0.43003412969283278,152,141
7,curiosity,0.46646341463414637,0.61693548387096775,0.53125,248,328
8,desire,0.56000000000000005,0.54545454545454541,0.55263157894736847,77,75
9,disappointment,0.38655462184873951,0.2822085889570552,0.32624113475177308,163,119
10,disapproval,0.44255319148936167,0.35616438356164382,0.39468690702087289,292,235
11,disgust,0.36974789915966388,0.45360824742268041,0.40740740740740738,97,119
12,embarrassment,0.5357142857142857,0.42857142857142855,0.47619047619047616,35,28
13,excitement,0.31111111111111112,0.29166666666666669,0.30107526881720431,96,90
14,fear,0.68354430379746833,0.59999999999999998,0.63905325443786987,90,79
15,gratitude,0.90196078431372551,0.8994413407821229,0.90069930069930071,358,357
16,grief,0,0,0,13,0
17,joy,0.53591160220994472,0.56395348837209303,0.54957507082152979,172,181
18,love,0.70550161812297729,0.86507936507936511,0.77718360071301251,252,309
19,nervousness,0.5,0.33333333333333331,0.40000000000000002,21,14
20,optimism,0.5423728813559322,0.61244019138755978,0.57528089887640455,209,236
21,pride,1,0.066666666666666666,0.125,15,1
22,realization,0.25,0.23622047244094488,0.24291497975708501,127,120
23,relief,0,0,0,18,0
24,remorse,0.69512195121951215,0.83823529411764708,0.76000000000000001,68,82
25,sadness,0.4885057471264368,0.59440559440559437,0.5362776025236593,143,174
26,surprise,0.50632911392405067,0.62015503875968991,0.55749128919860624,129,158
27,neutral,0.62885520125457395,0.68120045300113252,0.65398206034248441,1766,1913
