label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.800904977376,0.362704918033,0.499294781382,488,221
1,amusement,0.826666666667,0.409240924092,0.547461368653,303,150
2,anger,0.722222222222,0.133333333333,0.225108225108,195,36
3,annoyance,0.333333333333,0.006600660066,0.012944983819,303,6
4,approval,0.590909090909,0.032745591940,0.062052505967,397,22
5,caring,0.625000000000,0.032679738562,0.062111801242,153,8
6,confusion,0.250000000000,0.013157894737,0.025000000000,152,8
7,curiosity,0.630434782609,0.116935483871,0.197278911565,248,46
8,desire,0.928571428571,0.168831168831,0.285714285714,77,14
9,disappointment,0.000000000000,0.000000000000,0.000000000000,163,0
10,disapproval,0.538461538462,0.023972602740,0.045901639344,292,13
11,disgust,0.625000000000,0.051546391753,0.095238095238,97,8
12,embarrassment,1.000000000000,0.057142857143,0.108108108108,35,2
13,excitement,0.384615384615,0.052083333333,0.091743119266,96,13
14,fear,1.000000000000,0.088888888889,0.163265306122,90,8
15,gratitude,0.968531468531,0.773743016760,0.860248447205,358,286
16,grief,0.000000000000,0.000000000000,0.000000000000,13,0
17,joy,0.675675675676,0.145348837209,0.239234449761,172,37
18,love,0.760233918129,0.515873015873,0.614657210402,252,171
19,nervousness,0.000000000000,0.000000000000,0.000000000000,21,0
20,optimism,0.779661016949,0.220095693780,0.343283582090,209,59
21,pride,0.000000000000,0.000000000000,0.000000000000,15,0
22,realization,0.500000000000,0.007874015748,0.015503875969,127,2
23,relief,0.000000000000,0.000000000000,0.000000000000,18,0
24,remorse,0.772727272727,0.250000000000,0.377777777778,68,22
25,sadness,0.800000000000,0.139860139860,0.238095238095,143,25
26,surprise,0.400000000000,0.062015503876,0.107382550336,129,20
27,neutral,0.644131455399,0.388448471121,0.484634404804,1766,1065
