label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.60606060606060608,0.040983606557377046,0.076775431861804216,488,33
1,amusement,0.43879907621247111,0.6270627062706271,0.51630434782608692,303,433
2,anger,0.34999999999999998,0.2153846153846154,0.26666666666666666,195,120
3,annoyance,0.22222222222222221,0.099009900990099015,0.13698630136986301,303,135
4,approval,0.12768130745658834,0.31486146095717882,0.1816860465116279,397,979
5,caring,0.12312312312312312,0.26797385620915032,0.16872427983539096,153,333
6,confusion,0.15717539863325741,0.45394736842105265,0.233502538071066,152,439
7,curiosity,0.20943396226415095,0.44758064516129031,0.28534704370179947,248,530
8,desire,0.24615384615384617,0.20779220779220781,0.22535211267605634,77,65
9,disappointment,0.17486338797814208,0.39263803680981596,0.24196597353497165,163,366
10,disapproval,0.1046133853151397,0.55136986301369861,0.1758601856908793,292,1539
11,disgust,0.12721893491124261,0.44329896907216493,0.19770114942528735,97,338
12,embarrassment,0.051724137931034482,0.25714285714285712,0.086124401913875603,35,174
13,excitement,0.097879282218597069,0.625,0.16925246826516219,96,613
14,fear,0.13623978201634879,0.55555555555555558,0.21881838074398249,90,367
15,gratitude,0.6029411764705882,0.57262569832402233,0.58739255014326652,358,340
16,grief,0.0703125,0.69230769230769229,0.1276595744680851,13,128
17,joy,0.23297491039426524,0.37790697674418605,0.28824833702882485,172,279
18,love,0.625,0.59523809523809523,0.6097560975609756,252,240
19,nervousness,0.16326530612244897,0.38095238095238093,0.22857142857142856,21,49
20,optimism,0.25925925925925924,0.10047846889952153,0.14482758620689656,209,81
21,pride,0.2413793103448276,0.46666666666666667,0.31818181818181818,15,29
22,realization,0.083067092651757185,0.20472440944881889,0.11818181818181818,127,313
23,relief,0.071428571428571425,0.27777777777777779,0.11363636363636363,18,70
24,remorse,0.0903954802259887,0.23529411764705882,0.1306122448979592,68,177
25,sadness,0.22697368421052633,0.4825174825174825,0.3087248322147651,143,304
26,surprise,0.1525,0.47286821705426357,0.23062381852551986,129,400
27,neutral,0.6428571428571429,0.14269535673839184,0.23354958294717332,1766,392
