label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.46590909090909088,0.084016393442622947,0.1423611111111111,488,88
1,amusement,0.33546325878594252,0.69306930693069302,0.45209903121636169,303,626
2,anger,0.30612244897959184,0.15384615384615385,0.20477815699658702,195,98
3,annoyance,0.28999999999999998,0.095709570957095716,0.14392059553349876,303,100
4,approval,0.12629399585921325,0.30730478589420657,0.17901687454145268,397,966
5,caring,0.20833333333333334,0.06535947712418301,0.09950248756218906,153,48
6,confusion,0.62857142857142856,0.14473684210526316,0.23529411764705882,152,35
7,curiosity,0.34745762711864409,0.16532258064516128,0.22404371584699453,248,118
8,desire,0.25,0.07792207792207792,0.11881188118811881,77,24
9,disappointment,0.085784313725490197,0.64417177914110424,0.1514059120403749,163,1224
10,disapproval,0.10930232558139535,0.48287671232876711,0.17825537294563842,292,1290
11,disgust,0.2361111111111111,0.35051546391752575,0.28215767634854771,97,144
12,embarrassment,0.19607843137254902,0.2857142857142857,0.23255813953488372,35,51
13,excitement,0.086572438162544174,0.51041666666666663,0.14803625377643503,96,566
14,fear,0.15131578947368421,0.25555555555555554,0.19008264462809918,90,152
15,gratitude,0.64444444444444449,0.16201117318435754,0.25892857142857145,358,90
16,grief,0.23076923076923078,0.23076923076923078,0.23076923076923078,13,13
17,joy,0.27860696517412936,0.32558139534883723,0.30026809651474529,172,201
18,love,0.71751412429378536,0.50396825396825395,0.59207459207459212,252,177
19,nervousness,0.66666666666666663,0.19047619047619047,0.29629629629629628,21,6
20,optimism,0.33333333333333331,0.04784688995215311,0.083682008368200833,209,30
21,pride,0.5,0.46666666666666667,0.48275862068965519,15,14
22,realization,0.46153846153846156,0.047244094488188976,0.085714285714285715,127,13
23,relief,0.10526315789473684,0.22222222222222221,0.14285714285714285,18,38
24,remorse,0.074999999999999997,0.044117647058823532,0.055555555555555552,68,40
25,sadness,0.35820895522388058,0.33566433566433568,0.34657039711191334,143,134
26,surprise,0.26168224299065418,0.21705426356589147,0.23728813559322035,129,107
27,neutral,0.54848046309696097,0.21460928652321631,0.3085063085063085,1766,691
