label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.70678336980306344,0.66188524590163933,0.68359788359788365,488,457
1,amusement,0.72876712328767124,0.87788778877887785,0.79640718562874246,303,365
2,anger,0.45604395604395603,0.42564102564102563,0.44031830238726788,195,182
3,annoyance,0.38659793814432991,0.24752475247524752,0.30181086519114686,303,194
4,approval,0.45853658536585368,0.23677581863979849,0.3122923588039867,397,205
5,caring,0.47580645161290325,0.38562091503267976,0.4259927797833935,153,124
6,confusion,0.49285714285714288,0.45394736842105265,0.4726027397260274,152,140
7,curiosity,0.44054054054054054,0.657258064516129,0.52750809061488668,248,370
8,desire,0.51948051948051943,0.51948051948051943,0.51948051948051943,77,77
9,disappointment,0.31612903225806449,0.30061349693251532,0.3081761006289308,163,155
10,disapproval,0.46113989637305697,0.3047945205479452,0.36701030927835049,292,193
11,disgust,0.47887323943661969,0.35051546391752575,0.40476190476190477,97,71
12,embarrassment,1,0.25714285714285712,0.40909090909090912,35,9
13,excitement,0.54761904761904767,0.23958333333333334,0.33333333333333331,96,42
14,fear,0.83333333333333337,0.33333333333333331,0.47619047619047616,90,36
15,gratitude,0.94864048338368578,0.87709497206703912,0.91146589259796806,358,331
16,grief,0,0,0,13,1
17,joy,0.69298245614035092,0.45930232558139533,0.55244755244755239,172,114
18,love,0.72142857142857142,0.80158730158730163,0.75939849624060152,252,280
19,nervousness,0.75,0.14285714285714285,0.23999999999999999,21,4
20,optimism,0.75,0.28708133971291866,0.41522491349480967,209,80
21,pride,1,0.13333333333333333,0.23529411764705882,15,2
22,realization,0.68181818181818177,0.11811023622047244,0.20134228187919462,127,22
23,relief,0.5,0.055555555555555552,0.10000000000000001,18,2
24,remorse,0.64102564102564108,0.36764705882352944,0.46728971962616822,68,39
25,sadness,0.49681528662420382,0.54545454545454541,0.52000000000000002,143,157
26,surprise,0.53749999999999998,0.33333333333333331,0.41148325358851673,129,80
27,neutral,0.63183279742765275,0.66761041902604756,0.64922907488986781,1766,1866
