label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.377148634985,0.764344262295,0.505077860528,488,989
1,amusement,0.412186379928,0.759075907591,0.534262485482,303,558
2,anger,0.214411247803,0.625641025641,0.319371727749,195,569
3,annoyance,0.157248157248,0.633663366337,0.251968503937,303,1221
4,approval,0.169442433020,0.589420654912,0.263217097863,397,1381
5,caring,0.209595959596,0.542483660131,0.302367941712,153,396
6,confusion,0.159132007233,0.578947368421,0.249645390071,152,553
7,curiosity,0.276033057851,0.673387096774,0.391559202814,248,605
8,desire,0.157894736842,0.428571428571,0.230769230769,77,209
9,disappointment,0.097919216646,0.490797546012,0.163265306122,163,817
10,disapproval,0.181434599156,0.589041095890,0.277419354839,292,948
11,disgust,0.135483870968,0.432989690722,0.206388206388,97,310
12,embarrassment,0.099009900990,0.285714285714,0.147058823529,35,101
13,excitement,0.114705882353,0.406250000000,0.178899082569,96,340
14,fear,0.205714285714,0.400000000000,0.271698113208,90,175
15,gratitude,0.709832134293,0.826815642458,0.763870967742,358,417
16,grief,0.285714285714,0.461538461538,0.352941176471,13,21
17,joy,0.178571428571,0.610465116279,0.276315789474,172,588
18,love,0.452088452088,0.730158730159,0.558421851290,252,407
19,nervousness,0.102040816327,0.238095238095,0.142857142857,21,49
20,optimism,0.210097719870,0.617224880383,0.313487241798,209,614
21,pride,0.133333333333,0.266666666667,0.177777777778,15,30
22,realization,0.069241011984,0.409448818898,0.118451025057,127,751
23,relief,0.073170731707,0.166666666667,0.101694915254,18,41
24,remorse,0.285714285714,0.558823529412,0.378109452736,68,133
25,sadness,0.201298701299,0.650349650350,0.307438016529,143,462
26,surprise,0.189759036145,0.488372093023,0.273318872017,129,332
27,neutral,0.554206781080,0.749716874292,0.637304452467,1766,2389
