label_id,label,precision,recall,f1,support,predicted_support
0,admiration,0.384140061792,0.764344262295,0.511309115833,488,971
1,amusement,0.429111531191,0.749174917492,0.545673076923,303,529
2,anger,0.203278688525,0.635897435897,0.308074534161,195,610
3,annoyance,0.159203980100,0.633663366337,0.254473161034,303,1206
4,approval,0.180696661829,0.627204030227,0.280563380282,397,1378
5,caring,0.204603580563,0.522875816993,0.294117647059,153,391
6,confusion,0.158823529412,0.532894736842,0.244712990937,152,510
7,curiosity,0.286195286195,0.685483870968,0.403800475059,248,594
8,desire,0.172972972973,0.415584415584,0.244274809160,77,185
9,disappointment,0.106438896189,0.496932515337,0.175324675325,163,761
10,disapproval,0.191629955947,0.595890410959,0.290000000000,292,908
11,disgust,0.114285714286,0.371134020619,0.174757281553,97,315
12,embarrassment,0.094339622642,0.285714285714,0.141843971631,35,106
13,excitement,0.127659574468,0.437500000000,0.197647058824,96,329
14,fear,0.251572327044,0.444444444444,0.321285140562,90,159
15,gratitude,0.680272108844,0.837988826816,0.750938673342,358,441
16,grief,0.250000000000,0.461538461538,0.324324324324,13,24
17,joy,0.166969147005,0.534883720930,0.254495159059,172,551
18,love,0.483957219251,0.718253968254,0.578274760383,252,374
19,nervousness,0.075000000000,0.142857142857,0.098360655738,21,40
20,optimism,0.209813874788,0.593301435407,0.310000000000,209,591
21,pride,0.185185185185,0.333333333333,0.238095238095,15,27
22,realization,0.070460704607,0.409448818898,0.120231213873,127,738
23,relief,0.000000000000,0.000000000000,0.000000000000,18,28
24,remorse,0.233576642336,0.470588235294,0.312195121951,68,137
25,sadness,0.211009174312,0.643356643357,0.317789291883,143,436
26,surprise,0.169096209913,0.449612403101,0.245762711864,129,343
27,neutral,0.552674897119,0.760475651189,0.640133460439,1766,2430
